Year,Géographie,Groupe d'âge,Sexe,Type de famille économique,GeoCode,Value
2017,"Edmonton, Alberta",Total,Les deux sexes,Total,,9.7
2017,"Edmonton, Alberta",Moins de 18 ans,Les deux sexes,Total,,8.3
2017,"Edmonton, Alberta",18 à 64 ans,Les deux sexes,Total,,11.1
2017,"Edmonton, Alberta",65 ans et plus,Les deux sexes,Total,,4.4
2017,"Edmonton, Alberta",Total,Les deux sexes,Personnes dans les familles économiques,,6.4
2017,"Edmonton, Alberta",Moins de 18 ans,Les deux sexes,Personnes dans les familles économiques,,8.3
2017,"Edmonton, Alberta",18 à 64 ans,Les deux sexes,Personnes dans les familles économiques,,6.1
2017,"Edmonton, Alberta",Total,Les deux sexes,Personnes hors famille économique,,27.1
2017,"Edmonton, Alberta",,Les deux sexes,Personnes non âgées hors famille économique,,33.0
2018,"Edmonton, Alberta",Total,Les deux sexes,Total,,7.7
2018,"Edmonton, Alberta",Moins de 18 ans,Les deux sexes,Total,,6.3
2018,"Edmonton, Alberta",18 à 64 ans,Les deux sexes,Total,,8.9
2018,"Edmonton, Alberta",Total,Les deux sexes,Personnes dans les familles économiques,,4.3
2018,"Edmonton, Alberta",Moins de 18 ans,Les deux sexes,Personnes dans les familles économiques,,6.1
2018,"Edmonton, Alberta",Moins de 18 ans,Les deux sexes,Personnes dans les familles comptant un couple avec des enfants,,4.5
2018,"Edmonton, Alberta",18 à 64 ans,Les deux sexes,Personnes dans les familles économiques,,4.0
2018,"Edmonton, Alberta",Total,Les deux sexes,Personnes hors famille économique,,25.8
2018,"Edmonton, Alberta",,Les deux sexes,Personnes non âgées hors famille économique,,30.0
2019,"Edmonton, Alberta",Total,Les deux sexes,Total,,10.4
2019,"Edmonton, Alberta",18 à 64 ans,Les deux sexes,Total,,11.9
2019,"Edmonton, Alberta",Total,Les deux sexes,Personnes dans les familles économiques,,6.7
2019,"Edmonton, Alberta",18 à 64 ans,Les deux sexes,Personnes dans les familles économiques,,6.6
2019,"Edmonton, Alberta",Total,Les deux sexes,Personnes hors famille économique,,31.2
2019,"Edmonton, Alberta",,Les deux sexes,Personnes non âgées hors famille économique,,37.6
2020,"Edmonton, Alberta",Total,Les deux sexes,Total,,5.5
2020,"Edmonton, Alberta",18 à 64 ans,Les deux sexes,Total,,6.5
2020,"Edmonton, Alberta",65 ans et plus,Les deux sexes,Total,,4.2
2020,"Edmonton, Alberta",Total,Les deux sexes,Personnes dans les familles économiques,,3.2
2020,"Edmonton, Alberta",18 à 64 ans,Les deux sexes,Personnes dans les familles économiques,,3.5
2020,"Edmonton, Alberta",Total,Les deux sexes,Personnes hors famille économique,,19.6
2020,"Edmonton, Alberta",,Les deux sexes,Personnes non âgées hors famille économique,,22.4
2021,"Edmonton, Alberta",Total,Les deux sexes,Total,,7.7
2021,"Edmonton, Alberta",Moins de 18 ans,Les deux sexes,Total,,7.4
2021,"Edmonton, Alberta",18 à 64 ans,Les deux sexes,Total,,8.3
2021,"Edmonton, Alberta",65 ans et plus,Les deux sexes,Total,,5.5
2021,"Edmonton, Alberta",Total,Les deux sexes,Personnes dans les familles économiques,,4.6
2021,"Edmonton, Alberta",Moins de 18 ans,Les deux sexes,Personnes dans les familles économiques,,7.4
2021,"Edmonton, Alberta",18 à 64 ans,Les deux sexes,Personnes dans les familles économiques,,4.1
2021,"Edmonton, Alberta",Total,Les deux sexes,Personnes hors famille économique,,23.5
2021,"Edmonton, Alberta",65 ans et plus,Les deux sexes,Personnes âgées hors famille économique,,19.0
2021,"Edmonton, Alberta",,Les deux sexes,Personnes non âgées hors famille économique,,24.7
2022,"Edmonton, Alberta",Total,Les deux sexes,Total,,11.2
2022,"Edmonton, Alberta",Moins de 18 ans,Les deux sexes,Total,,13.0
2022,"Edmonton, Alberta",18 à 64 ans,Les deux sexes,Total,,11.8
2022,"Edmonton, Alberta",65 ans et plus,Les deux sexes,Total,,6.4
2022,"Edmonton, Alberta",Total,Les deux sexes,Personnes dans les familles économiques,,8.3
2022,"Edmonton, Alberta",65 ans et plus,Les deux sexes,Personnes âgées dans les familles économiques,,2.9
2022,"Edmonton, Alberta",Moins de 18 ans,Les deux sexes,Personnes dans les familles économiques,,13.0
2022,"Edmonton, Alberta",Moins de 18 ans,Les deux sexes,Personnes dans les familles comptant un couple avec des enfants,,8.2
2022,"Edmonton, Alberta",18 à 64 ans,Les deux sexes,Personnes dans les familles économiques,,7.5
2022,"Edmonton, Alberta",Total,Les deux sexes,Personnes hors famille économique,,25.2
2022,"Edmonton, Alberta",65 ans et plus,Les deux sexes,Personnes âgées hors famille économique,,15.8
2022,"Edmonton, Alberta",,Les deux sexes,Personnes non âgées hors famille économique,,28.1
2023,"Edmonton, Alberta",Total,Les deux sexes,Total,,10.7
2023,"Edmonton, Alberta",Moins de 18 ans,Les deux sexes,Total,,12.4
2023,"Edmonton, Alberta",18 à 64 ans,Les deux sexes,Total,,12.0
2023,"Edmonton, Alberta",65 ans et plus,Les deux sexes,Total,,3.6
2023,"Edmonton, Alberta",Total,Les deux sexes,Personnes dans les familles économiques,,7.7
2023,"Edmonton, Alberta",Moins de 18 ans,Les deux sexes,Personnes dans les familles économiques,,12.3
2023,"Edmonton, Alberta",Moins de 18 ans,Les deux sexes,Personnes dans les familles comptant un couple avec des enfants,,7.0
2023,"Edmonton, Alberta",18 à 64 ans,Les deux sexes,Personnes dans les familles économiques,,7.5
2023,"Edmonton, Alberta",Total,Les deux sexes,Personnes hors famille économique,,26.0
2023,"Edmonton, Alberta",65 ans et plus,Les deux sexes,Personnes âgées hors famille économique,,11.6
2023,"Edmonton, Alberta",,Les deux sexes,Personnes non âgées hors famille économique,,30.3
2015,Manitoba,Total,Les deux sexes,Total,46,14.1
2015,Manitoba,Moins de 18 ans,Les deux sexes,Total,46,19.3
2015,Manitoba,18 à 64 ans,Les deux sexes,Total,46,14.2
2015,Manitoba,65 ans et plus,Les deux sexes,Total,46,5.9
2015,Manitoba,Total,Les deux sexes,Personnes dans les familles économiques,46,11.7
2015,Manitoba,65 ans et plus,Les deux sexes,Personnes âgées dans les familles économiques,46,2.0
2015,Manitoba,Moins de 18 ans,Les deux sexes,Personnes dans les familles économiques,46,19.2
2015,Manitoba,Moins de 18 ans,Les deux sexes,Personnes dans les familles comptant un couple avec des enfants,46,13.8
2015,Manitoba,Moins de 18 ans,Les deux sexes,Personnes dans l'ensemble des autres familles économiques,46,36.6
2015,Manitoba,18 à 64 ans,Les deux sexes,Personnes dans les familles économiques,46,10.5
2015,Manitoba,Total,Les deux sexes,Personnes hors famille économique,46,27.7
2015,Manitoba,65 ans et plus,Les deux sexes,Personnes âgées hors famille économique,46,15.5
2015,Manitoba,,Les deux sexes,Personnes non âgées hors famille économique,46,32.7
2016,Manitoba,Total,Les deux sexes,Total,46,12.4
2016,Manitoba,Moins de 18 ans,Les deux sexes,Total,46,15.5
2016,Manitoba,18 à 64 ans,Les deux sexes,Total,46,13.1
2016,Manitoba,65 ans et plus,Les deux sexes,Total,46,4.9
2016,Manitoba,Total,Les deux sexes,Personnes dans les familles économiques,46,10.0
2016,Manitoba,Moins de 18 ans,Les deux sexes,Personnes dans les familles économiques,46,15.5
2016,Manitoba,Moins de 18 ans,Les deux sexes,Personnes dans les familles comptant un couple avec des enfants,46,12.1
2016,Manitoba,18 à 64 ans,Les deux sexes,Personnes dans les familles économiques,46,9.2
2016,Manitoba,Total,Les deux sexes,Personnes hors famille économique,46,26.1
2016,Manitoba,65 ans et plus,Les deux sexes,Personnes âgées hors famille économique,46,10.5
2016,Manitoba,,Les deux sexes,Personnes non âgées hors famille économique,46,33.7
2017,Manitoba,Total,Les deux sexes,Total,46,11.2
2017,Manitoba,Moins de 18 ans,Les deux sexes,Total,46,12.8
2017,Manitoba,18 à 64 ans,Les deux sexes,Total,46,12.1
2017,Manitoba,65 ans et plus,Les deux sexes,Total,46,5.4
2017,Manitoba,Total,Les deux sexes,Personnes dans les familles économiques,46,8.4
2017,Manitoba,65 ans et plus,Les deux sexes,Personnes âgées dans les familles économiques,46,2.8
2017,Manitoba,Moins de 18 ans,Les deux sexes,Personnes dans les familles économiques,46,12.8
2017,Manitoba,Moins de 18 ans,Les deux sexes,Personnes dans les familles comptant un couple avec des enfants,46,9.7
2017,Manitoba,18 à 64 ans,Les deux sexes,Personnes dans les familles économiques,46,7.6
2017,Manitoba,Total,Les deux sexes,Personnes hors famille économique,46,27.8
2017,Manitoba,65 ans et plus,Les deux sexes,Personnes âgées hors famille économique,46,11.5
2017,Manitoba,,Les deux sexes,Personnes non âgées hors famille économique,46,35.2
2018,Manitoba,Total,Les deux sexes,Total,46,11.2
2018,Manitoba,Moins de 18 ans,Les deux sexes,Total,46,13.0
2018,Manitoba,18 à 64 ans,Les deux sexes,Total,46,11.8
2018,Manitoba,65 ans et plus,Les deux sexes,Total,46,6.1
2018,Manitoba,Total,Les deux sexes,Personnes dans les familles économiques,46,8.1
2018,Manitoba,65 ans et plus,Les deux sexes,Personnes âgées dans les familles économiques,46,3.1
2018,Manitoba,Moins de 18 ans,Les deux sexes,Personnes dans les familles économiques,46,12.7
2018,Manitoba,Moins de 18 ans,Les deux sexes,Personnes dans les familles comptant un couple avec des enfants,46,9.3
2018,Manitoba,Moins de 18 ans,Les deux sexes,Personnes dans l'ensemble des autres familles économiques,46,22.7
2018,Manitoba,18 à 64 ans,Les deux sexes,Personnes dans les familles économiques,46,7.2
2018,Manitoba,Total,Les deux sexes,Personnes hors famille économique,46,28.4
2018,Manitoba,65 ans et plus,Les deux sexes,Personnes âgées hors famille économique,46,13.5
2018,Manitoba,,Les deux sexes,Personnes non âgées hors famille économique,46,34.7
2019,Manitoba,Total,Les deux sexes,Total,46,11.7
2019,Manitoba,Moins de 18 ans,Les deux sexes,Total,46,13.7
2019,Manitoba,18 à 64 ans,Les deux sexes,Total,46,12.6
2019,Manitoba,65 ans et plus,Les deux sexes,Total,46,5.6
2019,Manitoba,Total,Les deux sexes,Personnes dans les familles économiques,46,8.3
2019,Manitoba,Moins de 18 ans,Les deux sexes,Personnes dans les familles économiques,46,13.7
2019,Manitoba,Moins de 18 ans,Les deux sexes,Personnes dans les familles comptant un couple avec des enfants,46,10.6
2019,Manitoba,18 à 64 ans,Les deux sexes,Personnes dans les familles économiques,46,7.4
2019,Manitoba,Total,Les deux sexes,Personnes hors famille économique,46,30.1
2019,Manitoba,65 ans et plus,Les deux sexes,Personnes âgées hors famille économique,46,14.1
2019,Manitoba,,Les deux sexes,Personnes non âgées hors famille économique,46,36.8
2020,Manitoba,Total,Les deux sexes,Total,46,7.0
2020,Manitoba,Moins de 18 ans,Les deux sexes,Total,46,5.9
2020,Manitoba,18 à 64 ans,Les deux sexes,Total,46,8.5
2020,Manitoba,65 ans et plus,Les deux sexes,Total,46,2.3
2020,Manitoba,Total,Les deux sexes,Personnes dans les familles économiques,46,4.6
2020,Manitoba,65 ans et plus,Les deux sexes,Personnes âgées dans les familles économiques,46,0.9
2020,Manitoba,Moins de 18 ans,Les deux sexes,Personnes dans les familles économiques,46,5.8
2020,Manitoba,Moins de 18 ans,Les deux sexes,Personnes dans les familles comptant un couple avec des enfants,46,4.1
2020,Manitoba,18 à 64 ans,Les deux sexes,Personnes dans les familles économiques,46,5.0
2020,Manitoba,Total,Les deux sexes,Personnes hors famille économique,46,19.6
2020,Manitoba,65 ans et plus,Les deux sexes,Personnes âgées hors famille économique,46,5.8
2020,Manitoba,,Les deux sexes,Personnes non âgées hors famille économique,46,25.7
2021,Manitoba,Total,Les deux sexes,Total,46,9.0
2021,Manitoba,Moins de 18 ans,Les deux sexes,Total,46,9.0
2021,Manitoba,18 à 64 ans,Les deux sexes,Total,46,9.8
2021,Manitoba,65 ans et plus,Les deux sexes,Total,46,5.7
2021,Manitoba,Total,Les deux sexes,Personnes dans les familles économiques,46,6.0
2021,Manitoba,Moins de 18 ans,Les deux sexes,Personnes dans les familles économiques,46,9.0
2021,Manitoba,Moins de 18 ans,Les deux sexes,Personnes dans les familles comptant un couple avec des enfants,46,4.9
2021,Manitoba,18 à 64 ans,Les deux sexes,Personnes dans les familles économiques,46,5.7
2021,Manitoba,Total,Les deux sexes,Personnes hors famille économique,46,25.0
2021,Manitoba,65 ans et plus,Les deux sexes,Personnes âgées hors famille économique,46,16.4
2021,Manitoba,,Les deux sexes,Personnes non âgées hors famille économique,46,29.1
2022,Manitoba,Total,Les deux sexes,Total,46,11.4
2022,Manitoba,Moins de 18 ans,Les deux sexes,Total,46,12.9
2022,Manitoba,18 à 64 ans,Les deux sexes,Total,46,12.2
2022,Manitoba,65 ans et plus,Les deux sexes,Total,46,6.6
2022,Manitoba,Total,Les deux sexes,Personnes dans les familles économiques,46,8.5
2022,Manitoba,65 ans et plus,Les deux sexes,Personnes âgées dans les familles économiques,46,3.4
2022,Manitoba,Moins de 18 ans,Les deux sexes,Personnes dans les familles économiques,46,12.7
2022,Manitoba,Moins de 18 ans,Les deux sexes,Personnes dans les familles comptant un couple avec des enfants,46,8.5
2022,Manitoba,Moins de 18 ans,Les deux sexes,Personnes dans l'ensemble des autres familles économiques,46,19.7
2022,Manitoba,18 à 64 ans,Les deux sexes,Personnes dans les familles économiques,46,8.0
2022,Manitoba,Total,Les deux sexes,Personnes hors famille économique,46,26.5
2022,Manitoba,65 ans et plus,Les deux sexes,Personnes âgées hors famille économique,46,14.2
2022,Manitoba,,Les deux sexes,Personnes non âgées hors famille économique,46,32.2
2023,Manitoba,Total,Les deux sexes,Total,46,10.6
2023,Manitoba,Moins de 18 ans,Les deux sexes,Total,46,12.5
2023,Manitoba,18 à 64 ans,Les deux sexes,Total,46,11.6
2023,Manitoba,65 ans et plus,Les deux sexes,Total,46,4.8
2023,Manitoba,Total,Les deux sexes,Personnes dans les familles économiques,46,7.9
2023,Manitoba,65 ans et plus,Les deux sexes,Personnes âgées dans les familles économiques,46,2.7
2023,Manitoba,Moins de 18 ans,Les deux sexes,Personnes dans les familles économiques,46,12.5
2023,Manitoba,Moins de 18 ans,Les deux sexes,Personnes dans les familles comptant un couple avec des enfants,46,9.1
2023,Manitoba,Moins de 18 ans,Les deux sexes,Personnes dans l'ensemble des autres familles économiques,46,6.4
2023,Manitoba,18 à 64 ans,Les deux sexes,Personnes dans les familles économiques,46,7.2
2023,Manitoba,Total,Les deux sexes,Personnes hors famille économique,46,24.8
2023,Manitoba,65 ans et plus,Les deux sexes,Personnes âgées hors famille économique,46,9.7
2023,Manitoba,,Les deux sexes,Personnes non âgées hors famille économique,46,31.8
2015,"Montréal, Québec",Total,Les deux sexes,Total,,17.2
2015,"Montréal, Québec",Moins de 18 ans,Les deux sexes,Total,,19.3
2015,"Montréal, Québec",18 à 64 ans,Les deux sexes,Total,,18.9
2015,"Montréal, Québec",65 ans et plus,Les deux sexes,Total,,7.2
2015,"Montréal, Québec",Total,Les deux sexes,Personnes dans les familles économiques,,13.8
2015,"Montréal, Québec",Moins de 18 ans,Les deux sexes,Personnes dans les familles économiques,,19.3
2015,"Montréal, Québec",Moins de 18 ans,Les deux sexes,Personnes dans les familles comptant un couple avec des enfants,,17.1
2015,"Montréal, Québec",18 à 64 ans,Les deux sexes,Personnes dans les familles économiques,,13.8
2015,"Montréal, Québec",Total,Les deux sexes,Personnes hors famille économique,,32.3
2015,"Montréal, Québec",65 ans et plus,Les deux sexes,Personnes âgées hors famille économique,,15.3
