Year,Géographie,Groupe d'âge,Sexe,Type de famille économique,GeoCode,Value
2022,"Québec, Québec",65 ans et plus,Les deux sexes,Personnes âgées hors famille économique,,6.2
2022,"Québec, Québec",,Les deux sexes,Personnes non âgées hors famille économique,,22.4
2023,"Québec, Québec",Total,Les deux sexes,Total,,5.2
2023,"Québec, Québec",Moins de 18 ans,Les deux sexes,Total,,2.8
2023,"Québec, Québec",18 à 64 ans,Les deux sexes,Total,,7.1
2023,"Québec, Québec",65 ans et plus,Les deux sexes,Total,,2.0
2023,"Québec, Québec",Total,Les deux sexes,Personnes dans les familles économiques,,2.2
2023,"Québec, Québec",Moins de 18 ans,Les deux sexes,Personnes dans les familles économiques,,2.7
2023,"Québec, Québec",18 à 64 ans,Les deux sexes,Personnes dans les familles économiques,,2.5
2023,"Québec, Québec",Total,Les deux sexes,Personnes hors famille économique,,16.7
2023,"Québec, Québec",65 ans et plus,Les deux sexes,Personnes âgées hors famille économique,,5.3
2023,"Québec, Québec",,Les deux sexes,Personnes non âgées hors famille économique,,23.1
2015,Saskatchewan,Total,Les deux sexes,Total,47,12.2
2015,Saskatchewan,Moins de 18 ans,Les deux sexes,Total,47,16.7
2015,Saskatchewan,18 à 64 ans,Les deux sexes,Total,47,12.0
2015,Saskatchewan,65 ans et plus,Les deux sexes,Total,47,6.1
2015,Saskatchewan,Total,Les deux sexes,Personnes dans les familles économiques,47,9.6
2015,Saskatchewan,Moins de 18 ans,Les deux sexes,Personnes dans les familles économiques,47,16.6
2015,Saskatchewan,Moins de 18 ans,Les deux sexes,Personnes dans les familles comptant un couple avec des enfants,47,11.9
2015,Saskatchewan,18 à 64 ans,Les deux sexes,Personnes dans les familles économiques,47,8.2
2015,Saskatchewan,Total,Les deux sexes,Personnes hors famille économique,47,26.3
2015,Saskatchewan,65 ans et plus,Les deux sexes,Personnes âgées hors famille économique,47,16.7
2015,Saskatchewan,,Les deux sexes,Personnes non âgées hors famille économique,47,30.0
2016,Saskatchewan,Total,Les deux sexes,Total,47,11.1
2016,Saskatchewan,Moins de 18 ans,Les deux sexes,Total,47,12.5
2016,Saskatchewan,18 à 64 ans,Les deux sexes,Total,47,11.6
2016,Saskatchewan,65 ans et plus,Les deux sexes,Total,47,6.9
2016,Saskatchewan,Total,Les deux sexes,Personnes dans les familles économiques,47,8.3
2016,Saskatchewan,Moins de 18 ans,Les deux sexes,Personnes dans les familles économiques,47,12.1
2016,Saskatchewan,Moins de 18 ans,Les deux sexes,Personnes dans les familles comptant un couple avec des enfants,47,8.1
2016,Saskatchewan,18 à 64 ans,Les deux sexes,Personnes dans les familles économiques,47,7.7
2016,Saskatchewan,Total,Les deux sexes,Personnes hors famille économique,47,26.2
2016,Saskatchewan,65 ans et plus,Les deux sexes,Personnes âgées hors famille économique,47,15.0
2016,Saskatchewan,,Les deux sexes,Personnes non âgées hors famille économique,47,31.3
2017,Saskatchewan,Total,Les deux sexes,Total,47,11.9
2017,Saskatchewan,Moins de 18 ans,Les deux sexes,Total,47,14.4
2017,Saskatchewan,18 à 64 ans,Les deux sexes,Total,47,12.5
2017,Saskatchewan,65 ans et plus,Les deux sexes,Total,47,5.5
2017,Saskatchewan,Total,Les deux sexes,Personnes dans les familles économiques,47,9.2
2017,Saskatchewan,65 ans et plus,Les deux sexes,Personnes âgées dans les familles économiques,47,2.6
2017,Saskatchewan,Moins de 18 ans,Les deux sexes,Personnes dans les familles économiques,47,14.3
2017,Saskatchewan,Moins de 18 ans,Les deux sexes,Personnes dans les familles comptant un couple avec des enfants,47,8.9
2017,Saskatchewan,Moins de 18 ans,Les deux sexes,Personnes dans l'ensemble des autres familles économiques,47,22.0
2017,Saskatchewan,18 à 64 ans,Les deux sexes,Personnes dans les familles économiques,47,8.2
2017,Saskatchewan,Total,Les deux sexes,Personnes hors famille économique,47,26.8
2017,Saskatchewan,65 ans et plus,Les deux sexes,Personnes âgées hors famille économique,47,11.8
2017,Saskatchewan,,Les deux sexes,Personnes non âgées hors famille économique,47,33.5
2018,Saskatchewan,Total,Les deux sexes,Total,47,11.0
2018,Saskatchewan,Moins de 18 ans,Les deux sexes,Total,47,11.8
2018,Saskatchewan,18 à 64 ans,Les deux sexes,Total,47,12.3
2018,Saskatchewan,65 ans et plus,Les deux sexes,Total,47,4.6
2018,Saskatchewan,Total,Les deux sexes,Personnes dans les familles économiques,47,8.1
2018,Saskatchewan,65 ans et plus,Les deux sexes,Personnes âgées dans les familles économiques,47,2.7
2018,Saskatchewan,Moins de 18 ans,Les deux sexes,Personnes dans les familles économiques,47,11.8
2018,Saskatchewan,Moins de 18 ans,Les deux sexes,Personnes dans les familles comptant un couple avec des enfants,47,8.1
2018,Saskatchewan,18 à 64 ans,Les deux sexes,Personnes dans les familles économiques,47,7.6
2018,Saskatchewan,Total,Les deux sexes,Personnes hors famille économique,47,26.1
2018,Saskatchewan,65 ans et plus,Les deux sexes,Personnes âgées hors famille économique,47,8.7
2018,Saskatchewan,,Les deux sexes,Personnes non âgées hors famille économique,47,34.1
2019,Saskatchewan,Total,Les deux sexes,Total,47,12.1
2019,Saskatchewan,Moins de 18 ans,Les deux sexes,Total,47,13.0
2019,Saskatchewan,18 à 64 ans,Les deux sexes,Total,47,13.3
2019,Saskatchewan,65 ans et plus,Les deux sexes,Total,47,5.9
2019,Saskatchewan,Total,Les deux sexes,Personnes dans les familles économiques,47,8.8
2019,Saskatchewan,65 ans et plus,Les deux sexes,Personnes âgées dans les familles économiques,47,4.2
2019,Saskatchewan,Moins de 18 ans,Les deux sexes,Personnes dans les familles économiques,47,12.3
2019,Saskatchewan,Moins de 18 ans,Les deux sexes,Personnes dans les familles comptant un couple avec des enfants,47,8.1
2019,Saskatchewan,18 à 64 ans,Les deux sexes,Personnes dans les familles économiques,47,8.3
2019,Saskatchewan,Total,Les deux sexes,Personnes hors famille économique,47,29.0
2019,Saskatchewan,65 ans et plus,Les deux sexes,Personnes âgées hors famille économique,47,10.1
2019,Saskatchewan,,Les deux sexes,Personnes non âgées hors famille économique,47,36.8
2020,Saskatchewan,Total,Les deux sexes,Total,47,6.7
2020,Saskatchewan,Moins de 18 ans,Les deux sexes,Total,47,6.6
2020,Saskatchewan,18 à 64 ans,Les deux sexes,Total,47,7.7
2020,Saskatchewan,65 ans et plus,Les deux sexes,Total,47,2.9
2020,Saskatchewan,Total,Les deux sexes,Personnes dans les familles économiques,47,4.1
2020,Saskatchewan,65 ans et plus,Les deux sexes,Personnes âgées dans les familles économiques,47,1.9
2020,Saskatchewan,Moins de 18 ans,Les deux sexes,Personnes dans les familles économiques,47,6.4
2020,Saskatchewan,Moins de 18 ans,Les deux sexes,Personnes dans les familles comptant un couple avec des enfants,47,2.6
2020,Saskatchewan,Moins de 18 ans,Les deux sexes,Personnes dans l'ensemble des autres familles économiques,47,14.5
2020,Saskatchewan,18 à 64 ans,Les deux sexes,Personnes dans les familles économiques,47,3.6
2020,Saskatchewan,Total,Les deux sexes,Personnes hors famille économique,47,19.8
2020,Saskatchewan,65 ans et plus,Les deux sexes,Personnes âgées hors famille économique,47,5.1
2020,Saskatchewan,,Les deux sexes,Personnes non âgées hors famille économique,47,27.3
2021,Saskatchewan,Total,Les deux sexes,Total,47,9.1
2021,Saskatchewan,Moins de 18 ans,Les deux sexes,Total,47,8.5
2021,Saskatchewan,18 à 64 ans,Les deux sexes,Total,47,10.4
2021,Saskatchewan,65 ans et plus,Les deux sexes,Total,47,5.5
2021,Saskatchewan,Total,Les deux sexes,Personnes dans les familles économiques,47,6.3
2021,Saskatchewan,65 ans et plus,Les deux sexes,Personnes âgées dans les familles économiques,47,2.4
2021,Saskatchewan,Moins de 18 ans,Les deux sexes,Personnes dans les familles économiques,47,8.3
2021,Saskatchewan,Moins de 18 ans,Les deux sexes,Personnes dans les familles comptant un couple avec des enfants,47,4.2
2021,Saskatchewan,18 à 64 ans,Les deux sexes,Personnes dans les familles économiques,47,6.3
2021,Saskatchewan,Total,Les deux sexes,Personnes hors famille économique,47,23.4
2021,Saskatchewan,65 ans et plus,Les deux sexes,Personnes âgées hors famille économique,47,12.2
2021,Saskatchewan,,Les deux sexes,Personnes non âgées hors famille économique,47,29.0
2022,Saskatchewan,Total,Les deux sexes,Total,47,11.0
2022,Saskatchewan,Moins de 18 ans,Les deux sexes,Total,47,13.6
2022,Saskatchewan,18 à 64 ans,Les deux sexes,Total,47,11.7
2022,Saskatchewan,65 ans et plus,Les deux sexes,Total,47,5.1
2022,Saskatchewan,Total,Les deux sexes,Personnes dans les familles économiques,47,8.2
2022,Saskatchewan,65 ans et plus,Les deux sexes,Personnes âgées dans les familles économiques,47,2.4
2022,Saskatchewan,Moins de 18 ans,Les deux sexes,Personnes dans les familles économiques,47,13.5
2022,Saskatchewan,Moins de 18 ans,Les deux sexes,Personnes dans les familles comptant un couple avec des enfants,47,6.9
2022,Saskatchewan,Moins de 18 ans,Les deux sexes,Personnes dans l'ensemble des autres familles économiques,47,24.5
2022,Saskatchewan,18 à 64 ans,Les deux sexes,Personnes dans les familles économiques,47,7.2
2022,Saskatchewan,Total,Les deux sexes,Personnes hors famille économique,47,25.0
2022,Saskatchewan,65 ans et plus,Les deux sexes,Personnes âgées hors famille économique,47,11.0
2022,Saskatchewan,,Les deux sexes,Personnes non âgées hors famille économique,47,31.6
2023,Saskatchewan,Total,Les deux sexes,Total,47,12.3
2023,Saskatchewan,Moins de 18 ans,Les deux sexes,Total,47,15.2
2023,Saskatchewan,18 à 64 ans,Les deux sexes,Total,47,13.4
2023,Saskatchewan,65 ans et plus,Les deux sexes,Total,47,4.9
2023,Saskatchewan,Total,Les deux sexes,Personnes dans les familles économiques,47,9.4
2023,Saskatchewan,65 ans et plus,Les deux sexes,Personnes âgées dans les familles économiques,47,2.4
2023,Saskatchewan,Moins de 18 ans,Les deux sexes,Personnes dans les familles économiques,47,15.0
2023,Saskatchewan,Moins de 18 ans,Les deux sexes,Personnes dans les familles comptant un couple avec des enfants,47,10.0
2023,Saskatchewan,Moins de 18 ans,Les deux sexes,Personnes dans l'ensemble des autres familles économiques,47,16.1
2023,Saskatchewan,18 à 64 ans,Les deux sexes,Personnes dans les familles économiques,47,8.5
2023,Saskatchewan,Total,Les deux sexes,Personnes hors famille économique,47,27.4
2023,Saskatchewan,65 ans et plus,Les deux sexes,Personnes âgées hors famille économique,47,10.8
2023,Saskatchewan,,Les deux sexes,Personnes non âgées hors famille économique,47,35.4
2018,Territoires,Total,Les deux sexes,Total,,22.6
2018,Territoires,Moins de 18 ans,Les deux sexes,Total,,31.3
2018,Territoires,18 à 64 ans,Les deux sexes,Total,,18.6
2018,Territoires,65 ans et plus,Les deux sexes,Total,,25.2
2018,Territoires,Total,Les deux sexes,Personnes dans les familles économiques,,22.1
2018,Territoires,65 ans et plus,Les deux sexes,Personnes âgées dans les familles économiques,,17.2
2018,Territoires,Moins de 18 ans,Les deux sexes,Personnes dans les familles économiques,,31.3
2018,Territoires,Moins de 18 ans,Les deux sexes,Personnes dans les familles comptant un couple avec des enfants,,28.8
2018,Territoires,18 à 64 ans,Les deux sexes,Personnes dans les familles économiques,,17.8
2018,Territoires,Total,Les deux sexes,Personnes hors famille économique,,25.2
2018,Territoires,65 ans et plus,Les deux sexes,Personnes âgées hors famille économique,,37.1
2018,Territoires,,Les deux sexes,Personnes non âgées hors famille économique,,22.0
2019,Territoires,Total,Les deux sexes,Total,,18.7
2019,Territoires,Moins de 18 ans,Les deux sexes,Total,,25.3
2019,Territoires,18 à 64 ans,Les deux sexes,Total,,15.8
2019,Territoires,65 ans et plus,Les deux sexes,Total,,18.9
2019,Territoires,Total,Les deux sexes,Personnes dans les familles économiques,,17.6
2019,Territoires,65 ans et plus,Les deux sexes,Personnes âgées dans les familles économiques,,10.1
2019,Territoires,Moins de 18 ans,Les deux sexes,Personnes dans les familles économiques,,25.3
2019,Territoires,Moins de 18 ans,Les deux sexes,Personnes dans les familles comptant un couple avec des enfants,,22.4
2019,Territoires,18 à 64 ans,Les deux sexes,Personnes dans les familles économiques,,14.2
2019,Territoires,Total,Les deux sexes,Personnes hors famille économique,,24.8
2019,Territoires,65 ans et plus,Les deux sexes,Personnes âgées hors famille économique,,33.0
2019,Territoires,,Les deux sexes,Personnes non âgées hors famille économique,,22.7
2020,Territoires,Total,Les deux sexes,Total,,16.3
2020,Territoires,Moins de 18 ans,Les deux sexes,Total,,22.8
2020,Territoires,18 à 64 ans,Les deux sexes,Total,,14.5
2020,Territoires,65 ans et plus,Les deux sexes,Total,,9.8
2020,Territoires,Total,Les deux sexes,Personnes dans les familles économiques,,14.8
2020,Territoires,Moins de 18 ans,Les deux sexes,Personnes dans les familles économiques,,22.7
2020,Territoires,Moins de 18 ans,Les deux sexes,Personnes dans les familles comptant un couple avec des enfants,,21.5
2020,Territoires,18 à 64 ans,Les deux sexes,Personnes dans les familles économiques,,11.7
2020,Territoires,Total,Les deux sexes,Personnes hors famille économique,,23.9
2020,Territoires,,Les deux sexes,Personnes non âgées hors famille économique,,25.5
2021,Territoires,Total,Les deux sexes,Total,,16.8
2021,Territoires,Moins de 18 ans,Les deux sexes,Total,,22.2
2021,Territoires,18 à 64 ans,Les deux sexes,Total,,15.3
2021,Territoires,65 ans et plus,Les deux sexes,Total,,11.4
2021,Territoires,Total,Les deux sexes,Personnes dans les familles économiques,,15.4
2021,Territoires,Moins de 18 ans,Les deux sexes,Personnes dans les familles économiques,,22.0
2021,Territoires,Moins de 18 ans,Les deux sexes,Personnes dans les familles comptant un couple avec des enfants,,13.6
2021,Territoires,Moins de 18 ans,Les deux sexes,Personnes dans l'ensemble des autres familles économiques,,41.6
2021,Territoires,18 à 64 ans,Les deux sexes,Personnes dans les familles économiques,,13.0
2021,Territoires,Total,Les deux sexes,Personnes hors famille économique,,23.7
2021,Territoires,,Les deux sexes,Personnes non âgées hors famille économique,,25.3
2022,Territoires,Total,Les deux sexes,Total,,21.4
2022,Territoires,Moins de 18 ans,Les deux sexes,Total,,29.1
2022,Territoires,18 à 64 ans,Les deux sexes,Total,,18.5
2022,Territoires,65 ans et plus,Les deux sexes,Total,,20.4
2022,Territoires,Total,Les deux sexes,Personnes dans les familles économiques,,20.1
2022,Territoires,65 ans et plus,Les deux sexes,Personnes âgées dans les familles économiques,,12.0
2022,Territoires,Moins de 18 ans,Les deux sexes,Personnes dans les familles économiques,,29.0
2022,Territoires,Moins de 18 ans,Les deux sexes,Personnes dans les familles comptant un couple avec des enfants,,26.3
2022,Territoires,Moins de 18 ans,Les deux sexes,Personnes dans l'ensemble des autres familles économiques,,41.6
2022,Territoires,18 à 64 ans,Les deux sexes,Personnes dans les familles économiques,,16.4
2022,Territoires,Total,Les deux sexes,Personnes hors famille économique,,28.4
2022,Territoires,65 ans et plus,Les deux sexes,Personnes âgées hors famille économique,,31.4
2022,Territoires,,Les deux sexes,Personnes non âgées hors famille économique,,27.4
2023,Territoires,Total,Les deux sexes,Total,,18.5
2023,Territoires,Moins de 18 ans,Les deux sexes,Total,,24.6
2023,Territoires,18 à 64 ans,Les deux sexes,Total,,15.9
2023,Territoires,65 ans et plus,Les deux sexes,Total,,19.7
2023,Territoires,Total,Les deux sexes,Personnes dans les familles économiques,,17.1
2023,Territoires,65 ans et plus,Les deux sexes,Personnes âgées dans les familles économiques,,13.9
2023,Territoires,Moins de 18 ans,Les deux sexes,Personnes dans les familles économiques,,24.6
2023,Territoires,Moins de 18 ans,Les deux sexes,Personnes dans les familles comptant un couple avec des enfants,,20.4
2023,Territoires,18 à 64 ans,Les deux sexes,Personnes dans les familles économiques,,13.8
2023,Territoires,Total,Les deux sexes,Personnes hors famille économique,,25.4
2023,Territoires,65 ans et plus,Les deux sexes,Personnes âgées hors famille économique,,28.1
2023,Territoires,,Les deux sexes,Personnes non âgées hors famille économique,,24.6
2015,"Toronto, Ontario",Total,Les deux sexes,Total,,19.2
2015,"Toronto, Ontario",Moins de 18 ans,Les deux sexes,Total,,23.9
2015,"Toronto, Ontario",18 à 64 ans,Les deux sexes,Total,,19.9
2015,"Toronto, Ontario",65 ans et plus,Les deux sexes,Total,,8.6
2015,"Toronto, Ontario",Total,Les deux sexes,Personnes dans les familles économiques,,16.0
2015,"Toronto, Ontario",65 ans et plus,Les deux sexes,Personnes âgées dans les familles économiques,,5.9
2015,"Toronto, Ontario",Moins de 18 ans,Les deux sexes,Personnes dans les familles économiques,,23.9
2015,"Toronto, Ontario",Moins de 18 ans,Les deux sexes,Personnes dans les familles comptant un couple avec des enfants,,23.1
2015,"Toronto, Ontario",18 à 64 ans,Les deux sexes,Personnes dans les familles économiques,,15.0
2015,"Toronto, Ontario",Total,Les deux sexes,Personnes hors famille économique,,39.6
2015,"Toronto, Ontario",65 ans et plus,Les deux sexes,Personnes âgées hors famille économique,,18.2
2015,"Toronto, Ontario",,Les deux sexes,Personnes non âgées hors famille économique,,45.1
2016,"Toronto, Ontario",Total,Les deux sexes,Total,,17.6
2016,"Toronto, Ontario",Moins de 18 ans,Les deux sexes,Total,,21.0
2016,"Toronto, Ontario",18 à 64 ans,Les deux sexes,Total,,18.2
2016,"Toronto, Ontario",65 ans et plus,Les deux sexes,Total,,9.8
2016,"Toronto, Ontario",Total,Les deux sexes,Personnes dans les familles économiques,,14.7
2016,"Toronto, Ontario",65 ans et plus,Les deux sexes,Personnes âgées dans les familles économiques,,6.9
2016,"Toronto, Ontario",Moins de 18 ans,Les deux sexes,Personnes dans les familles économiques,,21.0
2016,"Toronto, Ontario",Moins de 18 ans,Les deux sexes,Personnes dans les familles comptant un couple avec des enfants,,16.3
2016,"Toronto, Ontario",18 à 64 ans,Les deux sexes,Personnes dans les familles économiques,,13.9
2016,"Toronto, Ontario",Total,Les deux sexes,Personnes hors famille économique,,37.1
2016,"Toronto, Ontario",65 ans et plus,Les deux sexes,Personnes âgées hors famille économique,,20.5
2016,"Toronto, Ontario",,Les deux sexes,Personnes non âgées hors famille économique,,42.2
2017,"Toronto, Ontario",Total,Les deux sexes,Total,,14.4
2017,"Toronto, Ontario",Moins de 18 ans,Les deux sexes,Total,,15.4
2017,"Toronto, Ontario",18 à 64 ans,Les deux sexes,Total,,15.6
2017,"Toronto, Ontario",65 ans et plus,Les deux sexes,Total,,7.2
2017,"Toronto, Ontario",Total,Les deux sexes,Personnes dans les familles économiques,,11.4
2017,"Toronto, Ontario",65 ans et plus,Les deux sexes,Personnes âgées dans les familles économiques,,4.2
2017,"Toronto, Ontario",Moins de 18 ans,Les deux sexes,Personnes dans les familles économiques,,15.1
2017,"Toronto, Ontario",Moins de 18 ans,Les deux sexes,Personnes dans les familles comptant un couple avec des enfants,,12.5
2017,"Toronto, Ontario",18 à 64 ans,Les deux sexes,Personnes dans les familles économiques,,11.4
2017,"Toronto, Ontario",Total,Les deux sexes,Personnes hors famille économique,,35.5
2017,"Toronto, Ontario",65 ans et plus,Les deux sexes,Personnes âgées hors famille économique,,17.5
2017,"Toronto, Ontario",,Les deux sexes,Personnes non âgées hors famille économique,,41.3
2018,"Toronto, Ontario",Total,Les deux sexes,Total,,13.9
2018,"Toronto, Ontario",Moins de 18 ans,Les deux sexes,Total,,14.5
2018,"Toronto, Ontario",18 à 64 ans,Les deux sexes,Total,,15.1
2018,"Toronto, Ontario",65 ans et plus,Les deux sexes,Total,,7.7
2018,"Toronto, Ontario",Total,Les deux sexes,Personnes dans les familles économiques,,9.9
2018,"Toronto, Ontario",65 ans et plus,Les deux sexes,Personnes âgées dans les familles économiques,,4.1
2018,"Toronto, Ontario",Moins de 18 ans,Les deux sexes,Personnes dans les familles économiques,,14.0
2018,"Toronto, Ontario",Moins de 18 ans,Les deux sexes,Personnes dans les familles comptant un couple avec des enfants,,10.3
2018,"Toronto, Ontario",18 à 64 ans,Les deux sexes,Personnes dans les familles économiques,,9.7
2018,"Toronto, Ontario",Total,Les deux sexes,Personnes hors famille économique,,37.1
2018,"Toronto, Ontario",65 ans et plus,Les deux sexes,Personnes âgées hors famille économique,,18.4
2018,"Toronto, Ontario",,Les deux sexes,Personnes non âgées hors famille économique,,43.7
2019,"Toronto, Ontario",Total,Les deux sexes,Total,,13.1
2019,"Toronto, Ontario",Moins de 18 ans,Les deux sexes,Total,,16.6
2019,"Toronto, Ontario",18 à 64 ans,Les deux sexes,Total,,13.2
2019,"Toronto, Ontario",65 ans et plus,Les deux sexes,Total,,8.2
2019,"Toronto, Ontario",Total,Les deux sexes,Personnes dans les familles économiques,,11.0
2019,"Toronto, Ontario",65 ans et plus,Les deux sexes,Personnes âgées dans les familles économiques,,6.2
2019,"Toronto, Ontario",Moins de 18 ans,Les deux sexes,Personnes dans les familles économiques,,16.6
2019,"Toronto, Ontario",Moins de 18 ans,Les deux sexes,Personnes dans les familles comptant un couple avec des enfants,,13.0
2019,"Toronto, Ontario",18 à 64 ans,Les deux sexes,Personnes dans les familles économiques,,10.0
2019,"Toronto, Ontario",Total,Les deux sexes,Personnes hors famille économique,,27.2
2019,"Toronto, Ontario",65 ans et plus,Les deux sexes,Personnes âgées hors famille économique,,13.3
2019,"Toronto, Ontario",,Les deux sexes,Personnes non âgées hors famille économique,,33.6
2020,"Toronto, Ontario",Total,Les deux sexes,Total,,8.7
2020,"Toronto, Ontario",Moins de 18 ans,Les deux sexes,Total,,9.1
2020,"Toronto, Ontario",18 à 64 ans,Les deux sexes,Total,,9.6
2020,"Toronto, Ontario",65 ans et plus,Les deux sexes,Total,,4.3
2020,"Toronto, Ontario",Total,Les deux sexes,Personnes dans les familles économiques,,5.6
2020,"Toronto, Ontario",65 ans et plus,Les deux sexes,Personnes âgées dans les familles économiques,,2.2
2020,"Toronto, Ontario",Moins de 18 ans,Les deux sexes,Personnes dans les familles économiques,,8.9
2020,"Toronto, Ontario",Moins de 18 ans,Les deux sexes,Personnes dans les familles comptant un couple avec des enfants,,5.9
2020,"Toronto, Ontario",18 à 64 ans,Les deux sexes,Personnes dans les familles économiques,,5.1
2020,"Toronto, Ontario",Total,Les deux sexes,Personnes hors famille économique,,27.2
2020,"Toronto, Ontario",65 ans et plus,Les deux sexes,Personnes âgées hors famille économique,,10.4
2020,"Toronto, Ontario",,Les deux sexes,Personnes non âgées hors famille économique,,32.9
2021,"Toronto, Ontario",Total,Les deux sexes,Total,,9.6
2021,"Toronto, Ontario",Moins de 18 ans,Les deux sexes,Total,,9.1
2021,"Toronto, Ontario",18 à 64 ans,Les deux sexes,Total,,10.2
2021,"Toronto, Ontario",65 ans et plus,Les deux sexes,Total,,7.3
2021,"Toronto, Ontario",Total,Les deux sexes,Personnes dans les familles économiques,,6.3
2021,"Toronto, Ontario",65 ans et plus,Les deux sexes,Personnes âgées dans les familles économiques,,3.3
2021,"Toronto, Ontario",Moins de 18 ans,Les deux sexes,Personnes dans les familles économiques,,9.0
2021,"Toronto, Ontario",Moins de 18 ans,Les deux sexes,Personnes dans les familles comptant un couple avec des enfants,,7.7
2021,"Toronto, Ontario",18 à 64 ans,Les deux sexes,Personnes dans les familles économiques,,6.1
2021,"Toronto, Ontario",Total,Les deux sexes,Personnes hors famille économique,,27.6
2021,"Toronto, Ontario",65 ans et plus,Les deux sexes,Personnes âgées hors famille économique,,18.8
2021,"Toronto, Ontario",,Les deux sexes,Personnes non âgées hors famille économique,,30.7
2022,"Toronto, Ontario",Total,Les deux sexes,Total,,13.0
2022,"Toronto, Ontario",Moins de 18 ans,Les deux sexes,Total,,13.7
2022,"Toronto, Ontario",18 à 64 ans,Les deux sexes,Total,,13.7
2022,"Toronto, Ontario",65 ans et plus,Les deux sexes,Total,,9.4
2022,"Toronto, Ontario",Total,Les deux sexes,Personnes dans les familles économiques,,9.4
2022,"Toronto, Ontario",65 ans et plus,Les deux sexes,Personnes âgées dans les familles économiques,,5.7
2022,"Toronto, Ontario",Moins de 18 ans,Les deux sexes,Personnes dans les familles économiques,,13.6
2022,"Toronto, Ontario",Moins de 18 ans,Les deux sexes,Personnes dans les familles comptant un couple avec des enfants,,11.6
2022,"Toronto, Ontario",Moins de 18 ans,Les deux sexes,Personnes dans l'ensemble des autres familles économiques,,12.4
2022,"Toronto, Ontario",18 à 64 ans,Les deux sexes,Personnes dans les familles économiques,,8.7
2022,"Toronto, Ontario",Total,Les deux sexes,Personnes hors famille économique,,33.3
2022,"Toronto, Ontario",65 ans et plus,Les deux sexes,Personnes âgées hors famille économique,,20.4
2022,"Toronto, Ontario",,Les deux sexes,Personnes non âgées hors famille économique,,38.0
2023,"Toronto, Ontario",Total,Les deux sexes,Total,,13.9
2023,"Toronto, Ontario",Moins de 18 ans,Les deux sexes,Total,,16.4
2023,"Toronto, Ontario",18 à 64 ans,Les deux sexes,Total,,14.6
2023,"Toronto, Ontario",65 ans et plus,Les deux sexes,Total,,8.0
2023,"Toronto, Ontario",Total,Les deux sexes,Personnes dans les familles économiques,,10.6
2023,"Toronto, Ontario",65 ans et plus,Les deux sexes,Personnes âgées dans les familles économiques,,5.6
2023,"Toronto, Ontario",Moins de 18 ans,Les deux sexes,Personnes dans les familles économiques,,16.3
2023,"Toronto, Ontario",Moins de 18 ans,Les deux sexes,Personnes dans les familles comptant un couple avec des enfants,,13.8
2023,"Toronto, Ontario",Moins de 18 ans,Les deux sexes,Personnes dans l'ensemble des autres familles économiques,,8.9
2023,"Toronto, Ontario",18 à 64 ans,Les deux sexes,Personnes dans les familles économiques,,9.9
2023,"Toronto, Ontario",Total,Les deux sexes,Personnes hors famille économique,,32.0
2023,"Toronto, Ontario",65 ans et plus,Les deux sexes,Personnes âgées hors famille économique,,15.3
2023,"Toronto, Ontario",,Les deux sexes,Personnes non âgées hors famille économique,,37.8
2015,"Vancouver, Colombie-Britannique",Total,Les deux sexes,Total,,19.5
2015,"Vancouver, Colombie-Britannique",Moins de 18 ans,Les deux sexes,Total,,18.3
2015,"Vancouver, Colombie-Britannique",18 à 64 ans,Les deux sexes,Total,,20.7
2015,"Vancouver, Colombie-Britannique",65 ans et plus,Les deux sexes,Total,,15.3
2015,"Vancouver, Colombie-Britannique",Total,Les deux sexes,Personnes dans les familles économiques,,14.3
2015,"Vancouver, Colombie-Britannique",Moins de 18 ans,Les deux sexes,Personnes dans les familles économiques,,17.5
2015,"Vancouver, Colombie-Britannique",Moins de 18 ans,Les deux sexes,Personnes dans les familles comptant un couple avec des enfants,,17.3
2015,"Vancouver, Colombie-Britannique",18 à 64 ans,Les deux sexes,Personnes dans les familles économiques,,14.4
2015,"Vancouver, Colombie-Britannique",Total,Les deux sexes,Personnes hors famille économique,,44.0
2015,"Vancouver, Colombie-Britannique",65 ans et plus,Les deux sexes,Personnes âgées hors famille économique,,34.3
2015,"Vancouver, Colombie-Britannique",,Les deux sexes,Personnes non âgées hors famille économique,,46.9
2016,"Vancouver, Colombie-Britannique",Total,Les deux sexes,Total,,15.6
2016,"Vancouver, Colombie-Britannique",Moins de 18 ans,Les deux sexes,Total,,18.4
2016,"Vancouver, Colombie-Britannique",18 à 64 ans,Les deux sexes,Total,,16.2
2016,"Vancouver, Colombie-Britannique",65 ans et plus,Les deux sexes,Total,,10.0
2016,"Vancouver, Colombie-Britannique",Total,Les deux sexes,Personnes dans les familles économiques,,12.2
2016,"Vancouver, Colombie-Britannique",Moins de 18 ans,Les deux sexes,Personnes dans les familles économiques,,18.3
2016,"Vancouver, Colombie-Britannique",Moins de 18 ans,Les deux sexes,Personnes dans les familles comptant un couple avec des enfants,,16.1
2016,"Vancouver, Colombie-Britannique",18 à 64 ans,Les deux sexes,Personnes dans les familles économiques,,11.9
2016,"Vancouver, Colombie-Britannique",Total,Les deux sexes,Personnes hors famille économique,,35.0
2016,"Vancouver, Colombie-Britannique",65 ans et plus,Les deux sexes,Personnes âgées hors famille économique,,25.9
2016,"Vancouver, Colombie-Britannique",,Les deux sexes,Personnes non âgées hors famille économique,,38.2
