Year,Géographie,Infractions,GeoCode,Value
2024,Territoires du Nord-Ouest,Total des infractions sexuelles contre les enfants,61,159.09
2024,Territoires du Nord-Ouest,Voies de fait graves (niveau 3),61,106.06
2024,Territoires du Nord-Ouest,Voies de fait armées ou causant des lésions corporelles (niveau 2),61,1469.39
2024,Territoires du Nord-Ouest,Voies de fait simples (niveau 1),61,6233.29
2024,Territoires du Nord-Ouest,Total des vols qualifiés,61,174.56
2024,Territoires du Nord-Ouest,Menaces,61,1968.76
2024,Territoires du Nord-Ouest,Total des autres infractions avec violence,61,110.48
2024,Nunavut,Total des infractions de violence prévues au Code criminel,62,12864.04
2024,Nunavut,Homicide,62,9.66
2024,Nunavut,Total des autres infractions entraînant la mort,62,0.0
2024,Nunavut,Tentative de meurtre,62,16.9
2024,Nunavut,Agression sexuelle grave (niveau 3),62,2.41
2024,Nunavut,"Agression sexuelle, niveau 2, armée ou causant des lésions corporelles",62,21.73
2024,Nunavut,Agression sexuelle de niveau 1,62,543.35
2024,Nunavut,Total des infractions sexuelles contre les enfants,62,369.48
2024,Nunavut,Voies de fait graves (niveau 3),62,176.29
2024,Nunavut,Voies de fait armées ou causant des lésions corporelles (niveau 2),62,1893.26
2024,Nunavut,Voies de fait simples (niveau 1),62,6660.23
2024,Nunavut,Total des vols qualifiés,62,74.86
2024,Nunavut,Menaces,62,2028.5
2024,Nunavut,Total des autres infractions avec violence,62,120.74
2025,Canada,Homicide,,1.61
2025,Canada,Total des autres infractions entraînant la mort,,0.22
2025,Canada,Tentative de meurtre,,1.65
2025,Canada,Agression sexuelle grave (niveau 3),,0.31
2025,Canada,"Agression sexuelle, niveau 2, armée ou causant des lésions corporelles",,2.08
2025,Canada,Agression sexuelle de niveau 1,,87.11
2025,Canada,Total des infractions sexuelles contre les enfants,,32.59
2025,Canada,Voies de fait graves (niveau 3),,9.76
2025,Canada,Voies de fait armées ou causant des lésions corporelles (niveau 2),,214.19
2025,Canada,Voies de fait simples (niveau 1),,528.07
2025,Canada,Total des vols qualifiés,,55.08
2025,Canada,Menaces,,233.66
2025,Canada,Total des autres infractions avec violence,,24.47
2025,Terre-Neuve-et-Labrador,Total des infractions de violence prévues au Code criminel,10,1838.48
2025,Terre-Neuve-et-Labrador,Homicide,10,2.18
2025,Terre-Neuve-et-Labrador,Total des autres infractions entraînant la mort,10,0.18
2025,Terre-Neuve-et-Labrador,Tentative de meurtre,10,1.82
2025,Terre-Neuve-et-Labrador,Agression sexuelle grave (niveau 3),10,0.36
2025,Terre-Neuve-et-Labrador,"Agression sexuelle, niveau 2, armée ou causant des lésions corporelles",10,2.0
2025,Terre-Neuve-et-Labrador,Agression sexuelle de niveau 1,10,94.74
2025,Terre-Neuve-et-Labrador,Total des infractions sexuelles contre les enfants,10,28.0
2025,Terre-Neuve-et-Labrador,Voies de fait graves (niveau 3),10,8.91
2025,Terre-Neuve-et-Labrador,Voies de fait armées ou causant des lésions corporelles (niveau 2),10,184.39
2025,Terre-Neuve-et-Labrador,Voies de fait simples (niveau 1),10,716.12
2025,Terre-Neuve-et-Labrador,Total des vols qualifiés,10,30.19
2025,Terre-Neuve-et-Labrador,Menaces,10,424.98
2025,Terre-Neuve-et-Labrador,Total des autres infractions avec violence,10,23.28
2025,Île-du-Prince-Édouard,Total des infractions de violence prévues au Code criminel,11,1477.09
2025,Île-du-Prince-Édouard,Homicide,11,1.64
2025,Île-du-Prince-Édouard,Total des autres infractions entraînant la mort,11,0.0
2025,Île-du-Prince-Édouard,Tentative de meurtre,11,0.0
2025,Île-du-Prince-Édouard,Agression sexuelle grave (niveau 3),11,0.0
2025,Île-du-Prince-Édouard,"Agression sexuelle, niveau 2, armée ou causant des lésions corporelles",11,0.55
2025,Île-du-Prince-Édouard,Agression sexuelle de niveau 1,11,88.14
2025,Île-du-Prince-Édouard,Total des infractions sexuelles contre les enfants,11,32.85
2025,Île-du-Prince-Édouard,Voies de fait graves (niveau 3),11,3.28
2025,Île-du-Prince-Édouard,Voies de fait armées ou causant des lésions corporelles (niveau 2),11,121.54
2025,Île-du-Prince-Édouard,Voies de fait simples (niveau 1),11,473.02
2025,Île-du-Prince-Édouard,Total des vols qualifiés,11,10.4
2025,Île-du-Prince-Édouard,Menaces,11,297.83
2025,Île-du-Prince-Édouard,Total des autres infractions avec violence,11,22.45
2025,Nouvelle-Écosse,Total des infractions de violence prévues au Code criminel,12,1561.86
2025,Nouvelle-Écosse,Homicide,12,1.74
2025,Nouvelle-Écosse,Total des autres infractions entraînant la mort,12,0.0
2025,Nouvelle-Écosse,Tentative de meurtre,12,3.02
2025,Nouvelle-Écosse,Agression sexuelle grave (niveau 3),12,0.55
2025,Nouvelle-Écosse,"Agression sexuelle, niveau 2, armée ou causant des lésions corporelles",12,1.65
2025,Nouvelle-Écosse,Agression sexuelle de niveau 1,12,81.77
2025,Nouvelle-Écosse,Total des infractions sexuelles contre les enfants,12,26.44
2025,Nouvelle-Écosse,Voies de fait graves (niveau 3),12,8.6
2025,Nouvelle-Écosse,Voies de fait armées ou causant des lésions corporelles (niveau 2),12,172.42
2025,Nouvelle-Écosse,Voies de fait simples (niveau 1),12,545.9
2025,Nouvelle-Écosse,Total des vols qualifiés,12,31.92
2025,Nouvelle-Écosse,Menaces,12,352.25
2025,Nouvelle-Écosse,Total des autres infractions avec violence,12,30.83
2025,Nouveau-Brunswick,Total des infractions de violence prévues au Code criminel,13,1815.49
2025,Nouveau-Brunswick,Homicide,13,1.72
2025,Nouveau-Brunswick,Total des autres infractions entraînant la mort,13,0.57
2025,Nouveau-Brunswick,Tentative de meurtre,13,3.91
2025,Nouveau-Brunswick,Agression sexuelle grave (niveau 3),13,0.0
2025,Nouveau-Brunswick,"Agression sexuelle, niveau 2, armée ou causant des lésions corporelles",13,2.99
2025,Nouveau-Brunswick,Agression sexuelle de niveau 1,13,100.96
2025,Nouveau-Brunswick,Total des infractions sexuelles contre les enfants,13,40.24
2025,Nouveau-Brunswick,Voies de fait graves (niveau 3),13,10.46
2025,Nouveau-Brunswick,Voies de fait armées ou causant des lésions corporelles (niveau 2),13,210.54
2025,Nouveau-Brunswick,Voies de fait simples (niveau 1),13,603.78
2025,Nouveau-Brunswick,Total des vols qualifiés,13,25.18
2025,Nouveau-Brunswick,Menaces,13,368.41
2025,Nouveau-Brunswick,Total des autres infractions avec violence,13,28.63
2025,Québec,Total des infractions de violence prévues au Code criminel,24,1472.2
2025,Québec,Homicide,24,0.97
2025,Québec,Total des autres infractions entraînant la mort,24,0.44
2025,Québec,Tentative de meurtre,24,2.15
2025,Québec,Agression sexuelle grave (niveau 3),24,0.41
2025,Québec,"Agression sexuelle, niveau 2, armée ou causant des lésions corporelles",24,1.68
2025,Québec,Agression sexuelle de niveau 1,24,101.44
2025,Québec,Total des infractions sexuelles contre les enfants,24,45.86
2025,Québec,Voies de fait graves (niveau 3),24,4.63
2025,Québec,Voies de fait armées ou causant des lésions corporelles (niveau 2),24,211.14
2025,Québec,Voies de fait simples (niveau 1),24,518.68
2025,Québec,Total des vols qualifiés,24,43.24
2025,Québec,Menaces,24,245.58
2025,Québec,Total des autres infractions avec violence,24,34.95
2025,Ontario,Total des infractions de violence prévues au Code criminel,35,1077.77
2025,Ontario,Homicide,35,1.27
2025,Ontario,Total des autres infractions entraînant la mort,35,0.15
2025,Ontario,Tentative de meurtre,35,1.61
2025,Ontario,Agression sexuelle grave (niveau 3),35,0.25
2025,Ontario,"Agression sexuelle, niveau 2, armée ou causant des lésions corporelles",35,2.07
2025,Ontario,Agression sexuelle de niveau 1,35,76.58
2025,Ontario,Total des infractions sexuelles contre les enfants,35,16.05
2025,Ontario,Voies de fait graves (niveau 3),35,5.87
2025,Ontario,Voies de fait armées ou causant des lésions corporelles (niveau 2),35,158.92
2025,Ontario,Voies de fait simples (niveau 1),35,398.92
2025,Ontario,Total des vols qualifiés,35,47.35
2025,Ontario,Menaces,35,161.94
2025,Ontario,Total des autres infractions avec violence,35,17.9
2025,Manitoba,Total des infractions de violence prévues au Code criminel,46,2340.73
2025,Manitoba,Homicide,46,3.64
2025,Manitoba,Total des autres infractions entraînant la mort,46,0.26
2025,Manitoba,Tentative de meurtre,46,1.06
2025,Manitoba,Agression sexuelle grave (niveau 3),46,0.53
2025,Manitoba,"Agression sexuelle, niveau 2, armée ou causant des lésions corporelles",46,2.98
2025,Manitoba,Agression sexuelle de niveau 1,46,116.38
2025,Manitoba,Total des infractions sexuelles contre les enfants,46,45.04
2025,Manitoba,Voies de fait graves (niveau 3),46,38.15
2025,Manitoba,Voies de fait armées ou causant des lésions corporelles (niveau 2),46,466.98
2025,Manitoba,Voies de fait simples (niveau 1),46,916.74
2025,Manitoba,Total des vols qualifiés,46,208.32
2025,Manitoba,Menaces,46,299.07
2025,Manitoba,Total des autres infractions avec violence,46,24.11
2025,Saskatchewan,Total des infractions de violence prévues au Code criminel,47,2581.54
2025,Saskatchewan,Homicide,47,5.21
2025,Saskatchewan,Total des autres infractions entraînant la mort,47,0.08
2025,Saskatchewan,Tentative de meurtre,47,3.55
2025,Saskatchewan,Agression sexuelle grave (niveau 3),47,0.63
2025,Saskatchewan,"Agression sexuelle, niveau 2, armée ou causant des lésions corporelles",47,2.45
2025,Saskatchewan,Agression sexuelle de niveau 1,47,109.63
2025,Saskatchewan,Total des infractions sexuelles contre les enfants,47,45.54
2025,Saskatchewan,Voies de fait graves (niveau 3),47,47.36
2025,Saskatchewan,Voies de fait armées ou causant des lésions corporelles (niveau 2),47,556.06
2025,Saskatchewan,Voies de fait simples (niveau 1),47,968.7
2025,Saskatchewan,Total des vols qualifiés,47,104.98
2025,Saskatchewan,Menaces,47,342.71
2025,Saskatchewan,Total des autres infractions avec violence,47,35.36
2025,Alberta,Total des infractions de violence prévues au Code criminel,48,1540.74
2025,Alberta,Homicide,48,1.77
2025,Alberta,Total des autres infractions entraînant la mort,48,0.06
2025,Alberta,Tentative de meurtre,48,0.76
2025,Alberta,Agression sexuelle grave (niveau 3),48,0.28
2025,Alberta,"Agression sexuelle, niveau 2, armée ou causant des lésions corporelles",48,2.76
2025,Alberta,Agression sexuelle de niveau 1,48,78.96
2025,Alberta,Total des infractions sexuelles contre les enfants,48,32.07
2025,Alberta,Voies de fait graves (niveau 3),48,16.13
2025,Alberta,Voies de fait armées ou causant des lésions corporelles (niveau 2),48,255.38
2025,Alberta,Voies de fait simples (niveau 1),48,576.2
2025,Alberta,Total des vols qualifiés,48,63.29
2025,Alberta,Menaces,48,213.53
2025,Alberta,Total des autres infractions avec violence,48,27.98
2025,Colombie-Britannique,Total des infractions de violence prévues au Code criminel,59,1530.75
2025,Colombie-Britannique,Homicide,59,1.81
2025,Colombie-Britannique,Total des autres infractions entraînant la mort,59,0.25
2025,Colombie-Britannique,Tentative de meurtre,59,0.81
2025,Colombie-Britannique,Agression sexuelle grave (niveau 3),59,0.19
2025,Colombie-Britannique,"Agression sexuelle, niveau 2, armée ou causant des lésions corporelles",59,1.37
2025,Colombie-Britannique,Agression sexuelle de niveau 1,59,77.56
2025,Colombie-Britannique,Total des infractions sexuelles contre les enfants,59,50.06
2025,Colombie-Britannique,Voies de fait graves (niveau 3),59,5.69
2025,Colombie-Britannique,Voies de fait armées ou causant des lésions corporelles (niveau 2),59,183.57
2025,Colombie-Britannique,Voies de fait simples (niveau 1),59,521.63
2025,Colombie-Britannique,Total des vols qualifiés,59,49.48
2025,Colombie-Britannique,Menaces,59,297.46
2025,Colombie-Britannique,Total des autres infractions avec violence,59,17.8
2025,Yukon,Total des infractions de violence prévues au Code criminel,60,4556.94
2025,Yukon,Homicide,60,6.21
2025,Yukon,Total des autres infractions entraînant la mort,60,0.0
2025,Yukon,Tentative de meurtre,60,0.0
2025,Yukon,Agression sexuelle grave (niveau 3),60,0.0
2025,Yukon,"Agression sexuelle, niveau 2, armée ou causant des lésions corporelles",60,2.07
2025,Yukon,Agression sexuelle de niveau 1,60,213.35
2025,Yukon,Total des infractions sexuelles contre les enfants,60,53.85
2025,Yukon,Voies de fait graves (niveau 3),60,49.71
2025,Yukon,Voies de fait armées ou causant des lésions corporelles (niveau 2),60,600.69
2025,Yukon,Voies de fait simples (niveau 1),60,1994.7
2025,Yukon,Total des vols qualifiés,60,47.64
2025,Yukon,Menaces,60,809.89
2025,Yukon,Total des autres infractions avec violence,60,49.71
2025,Territoires du Nord-Ouest,Total des infractions de violence prévues au Code criminel,61,11630.03
2025,Territoires du Nord-Ouest,Homicide,61,10.88
2025,Territoires du Nord-Ouest,Total des autres infractions entraînant la mort,61,0.0
2025,Territoires du Nord-Ouest,Tentative de meurtre,61,4.35
2025,Territoires du Nord-Ouest,Agression sexuelle grave (niveau 3),61,0.0
2025,Territoires du Nord-Ouest,"Agression sexuelle, niveau 2, armée ou causant des lésions corporelles",61,23.94
2025,Territoires du Nord-Ouest,Agression sexuelle de niveau 1,61,489.66
2025,Territoires du Nord-Ouest,Total des infractions sexuelles contre les enfants,61,132.75
2025,Territoires du Nord-Ouest,Voies de fait graves (niveau 3),61,104.46
2025,Territoires du Nord-Ouest,Voies de fait armées ou causant des lésions corporelles (niveau 2),61,1479.87
2025,Territoires du Nord-Ouest,Voies de fait simples (niveau 1),61,6293.8
2025,Territoires du Nord-Ouest,Total des vols qualifiés,61,117.52
2025,Territoires du Nord-Ouest,Menaces,61,1793.25
2025,Territoires du Nord-Ouest,Total des autres infractions avec violence,61,80.52
2025,Nunavut,Total des infractions de violence prévues au Code criminel,62,14702.37
2025,Nunavut,Homicide,62,16.73
2025,Nunavut,Total des autres infractions entraînant la mort,62,0.0
2025,Nunavut,Tentative de meurtre,62,16.73
2025,Nunavut,Agression sexuelle grave (niveau 3),62,7.17
2025,Nunavut,"Agression sexuelle, niveau 2, armée ou causant des lésions corporelles",62,33.47
2025,Nunavut,Agression sexuelle de niveau 1,62,590.49
2025,Nunavut,Total des infractions sexuelles contre les enfants,62,329.91
2025,Nunavut,Voies de fait graves (niveau 3),62,167.34
2025,Nunavut,Voies de fait armées ou causant des lésions corporelles (niveau 2),62,2161.13
2025,Nunavut,Voies de fait simples (niveau 1),62,7831.7
2025,Nunavut,Total des vols qualifiés,62,47.81
2025,Nunavut,Menaces,62,2373.89
2025,Nunavut,Total des autres infractions avec violence,62,109.97
